| lambda |  Flux   |  F_Er   |F_Norm_Er|
| double | double  | double  | double  |
  2.39600  12.46000   0.15000   0.15000 
  2.39625  12.46000   0.15000   0.15000 
  2.39650  12.46000   0.15000   0.15000 
  2.39675  12.47000   0.15000   0.15000 
  2.39700  12.48000   0.15000   0.15000 
  2.39725  12.50000   0.15000   0.15000 
  2.39750  12.51000   0.15000   0.15000 
  2.39775  12.52000   0.15000   0.15000 
  2.39800  12.54000   0.15000   0.15000 
  2.39825  12.55000   0.15000   0.15000 
  2.39850  12.56000   0.15000   0.15000 
  2.39875  12.57000   0.15000   0.15000 
  2.39900  12.58000   0.15000   0.15000 
  2.39925  12.59000   0.15000   0.15000 
  2.39950  12.60000   0.15000   0.15000 
  2.39975  12.60000   0.14000   0.14000 
  2.40000  12.60000   0.14000   0.14000 
  2.40025  12.59000   0.14000   0.14000 
  2.40050  12.58000   0.14000   0.14000 
  2.40075  12.57000   0.14000   0.14000 
  2.40100  12.56000   0.14000   0.14000 
  2.40125  12.54000   0.14000   0.14000 
  2.40150  12.53000   0.14000   0.14000 
  2.40175  12.52000   0.14000   0.14000 
  2.40200  12.51000   0.14000   0.14000 
  2.40225  12.51000   0.14000   0.14000 
  2.40250  12.52000   0.14000   0.14000 
  2.40275  12.55000   0.14000   0.14000 
  2.40300  12.58000   0.14000   0.14000 
  2.40325  12.62000   0.14000   0.14000 
  2.40350  12.66000   0.14000   0.14000 
  2.40375  12.71000   0.14000   0.14000 
  2.40400  12.75000   0.14000   0.14000 
  2.40425  12.79000   0.14000   0.14000 
  2.40450  12.82000   0.14000   0.14000 
  2.40475  12.84000   0.14000   0.14000 
  2.40500  12.85000   0.14000   0.14000 
  2.40525  12.86000   0.14000   0.14000 
  2.40550  12.86000   0.14000   0.14000 
  2.40575  12.86000   0.14000   0.14000 
  2.40600  12.86000   0.14000   0.14000 
  2.40625  12.86000   0.14000   0.14000 
  2.40650  12.86000   0.14000   0.14000 
  2.40675  12.86000   0.14000   0.14000 
  2.40700  12.87000   0.14000   0.14000 
  2.40725  12.88000   0.13000   0.13000 
  2.40750  12.89000   0.13000   0.13000 
  2.40775  12.90000   0.13000   0.13000 
  2.40800  12.91000   0.13000   0.13000 
  2.40825  12.92000   0.13000   0.13000 
  2.40850  12.92000   0.13000   0.13000 
  2.40875  12.91000   0.13000   0.13000 
  2.40900  12.90000   0.13000   0.13000 
  2.40925  12.89000   0.13000   0.13000 
  2.40950  12.87000   0.13000   0.13000 
  2.40975  12.85000   0.13000   0.13000 
  2.41000  12.82000   0.13000   0.13000 
  2.41025  12.79000   0.13000   0.13000 
  2.41050  12.77000   0.13000   0.13000 
  2.41075  12.74000   0.13000   0.13000 
  2.41100  12.72000   0.13000   0.13000 
  2.41125  12.70000   0.13000   0.13000 
  2.41150  12.69000   0.13000   0.13000 
  2.41175  12.68000   0.13000   0.13000 
  2.41200  12.67000   0.13000   0.13000 
  2.41225  12.67000   0.13000   0.13000 
  2.41250  12.67000   0.13000   0.13000 
  2.41275  12.67000   0.13000   0.13000 
  2.41300  12.68000   0.13000   0.13000 
  2.41325  12.69000   0.13000   0.13000 
  2.41350  12.69000   0.13000   0.13000 
  2.41375  12.70000   0.13000   0.13000 
  2.41400  12.71000   0.13000   0.13000 
  2.41425  12.71000   0.13000   0.13000 
  2.41450  12.71000   0.13000   0.13000 
  2.41475  12.72000   0.13000   0.13000 
  2.41500  12.72000   0.13000   0.13000 
  2.41525  12.71000   0.13000   0.13000 
  2.41550  12.71000   0.13000   0.13000 
  2.41575  12.71000   0.12000   0.12000 
  2.41600  12.71000   0.12000   0.12000 
  2.41625  12.70000   0.12000   0.12000 
  2.41650  12.71000   0.12000   0.12000 
  2.41675  12.71000   0.12000   0.12000 
  2.41700  12.72000   0.12000   0.12000 
  2.41725  12.73000   0.12000   0.12000 
  2.41750  12.74000   0.12000   0.12000 
  2.41775  12.76000   0.12000   0.12000 
  2.41800  12.78000   0.12000   0.12000 
  2.41825  12.80000   0.12000   0.12000 
  2.41850  12.81000   0.12000   0.12000 
  2.41875  12.83000   0.12000   0.12000 
  2.41900  12.84000   0.12000   0.12000 
  2.41925  12.84000   0.12000   0.12000 
  2.41950  12.84000   0.12000   0.12000 
  2.41975  12.84000   0.12000   0.12000 
  2.42000  12.84000   0.12000   0.12000 
  2.42025  12.83000   0.12000   0.12000 
  2.42050  12.83000   0.12000   0.12000 
  2.42075  12.82000   0.12000   0.12000 
  2.42100  12.82000   0.12000   0.12000 
  2.42125  12.82000   0.12000   0.12000 
  2.42150  12.82000   0.12000   0.12000 
  2.42175  12.82000   0.12000   0.12000 
  2.42200  12.82000   0.12000   0.12000 
  2.42225  12.81000   0.12000   0.12000 
  2.42250  12.81000   0.12000   0.12000 
  2.42275  12.80000   0.12000   0.12000 
  2.42300  12.79000   0.12000   0.12000 
  2.42325  12.78000   0.12000   0.12000 
  2.42350  12.77000   0.12000   0.12000 
  2.42375  12.75000   0.12000   0.12000 
  2.42400  12.74000   0.12000   0.12000 
  2.42425  12.74000   0.12000   0.12000 
  2.42450  12.73000   0.12000   0.12000 
  2.42475  12.73000   0.12000   0.12000 
  2.42500  12.73000   0.12000   0.12000 
  2.42525  12.73000   0.12000   0.12000 
  2.42550  12.73000   0.12000   0.12000 
  2.42575  12.73000   0.12000   0.12000 
  2.42600  12.73000   0.12000   0.12000 
  2.42625  12.73000   0.12000   0.12000 
  2.42650  12.73000   0.12000   0.12000 
  2.42675  12.72000   0.12000   0.12000 
  2.42700  12.72000   0.11000   0.11000 
  2.42725  12.73000   0.11000   0.11000 
  2.42750  12.73000   0.11000   0.11000 
  2.42775  12.75000   0.11000   0.11000 
  2.42800  12.76000   0.11000   0.11000 
  2.42825  12.78000   0.11000   0.11000 
  2.42850  12.81000   0.11000   0.11000 
  2.42875  12.84000   0.11000   0.11000 
  2.42900  12.86000   0.11000   0.11000 
  2.42925  12.89000   0.11000   0.11000 
  2.42950  12.91000   0.11000   0.11000 
  2.42975  12.94000   0.11000   0.11000 
  2.43000  12.95000   0.11000   0.11000 
  2.43025  12.97000   0.11000   0.11000 
  2.43050  12.98000   0.11000   0.11000 
  2.43075  12.99000   0.11000   0.11000 
  2.43100  13.00000   0.11000   0.11000 
  2.43125  13.01000   0.11000   0.11000 
  2.43150  13.02000   0.11000   0.11000 
  2.43175  13.02000   0.11000   0.11000 
  2.43200  13.03000   0.11000   0.11000 
  2.43225  13.03000   0.11000   0.11000 
  2.43250  13.02000   0.11000   0.11000 
  2.43275  13.01000   0.11000   0.11000 
  2.43300  12.99000   0.11000   0.11000 
  2.43325  12.97000   0.11000   0.11000 
  2.43350  12.95000   0.11000   0.11000 
  2.43375  12.92000   0.11000   0.11000 
  2.43400  12.88000   0.11000   0.11000 
  2.43425  12.85000   0.11000   0.11000 
  2.43450  12.82000   0.11000   0.11000 
  2.43475  12.79000   0.11000   0.11000 
  2.43500  12.77000   0.11000   0.11000 
  2.43525  12.76000   0.11000   0.11000 
  2.43550  12.75000   0.11000   0.11000 
  2.43575  12.75000   0.11000   0.11000 
  2.43600  12.76000   0.11000   0.11000 
  2.43625  12.78000   0.11000   0.11000 
  2.43650  12.80000   0.11000   0.11000 
  2.43675  12.83000   0.11000   0.11000 
  2.43700  12.86000   0.11000   0.11000 
  2.43725  12.88000   0.11000   0.11000 
  2.43750  12.91000   0.11000   0.11000 
  2.43775  12.93000   0.11000   0.11000 
  2.43800  12.94000   0.11000   0.11000 
  2.43825  12.95000   0.11000   0.11000 
  2.43850  12.95000   0.11000   0.11000 
  2.43875  12.95000   0.11000   0.11000 
  2.43900  12.94000   0.11000   0.11000 
  2.43925  12.94000   0.11000   0.11000 
  2.43950  12.93000   0.11000   0.11000 
  2.43975  12.92000   0.11000   0.11000 
  2.44000  12.92000   0.11000   0.11000 
  2.44025  12.91000   0.11000   0.11000 
  2.44050  12.91000   0.11000   0.11000 
  2.44075  12.90000   0.11000   0.11000 
  2.44100  12.90000   0.11000   0.11000 
  2.44125  12.89000   0.11000   0.11000 
  2.44150  12.88000   0.11000   0.11000 
  2.44175  12.86000   0.11000   0.11000 
  2.44200  12.84000   0.11000   0.11000 
  2.44225  12.83000   0.11000   0.11000 
  2.44250  12.81000   0.11000   0.11000 
  2.44275  12.79000   0.11000   0.11000 
  2.44300  12.77000   0.11000   0.11000 
  2.44325  12.76000   0.11000   0.11000 
  2.44350  12.75000   0.11000   0.11000 
  2.44375  12.74000   0.11000   0.11000 
  2.44400  12.74000   0.11000   0.11000 
  2.44425  12.74000   0.11000   0.11000 
  2.44450  12.75000   0.11000   0.11000 
  2.44475  12.76000   0.11000   0.11000 
  2.44500  12.77000   0.11000   0.11000 
  2.44525  12.78000   0.11000   0.11000 
  2.44550  12.79000   0.11000   0.11000 
  2.44575  12.80000   0.11000   0.11000 
  2.44600  12.81000   0.11000   0.11000 
  2.44625  12.81000   0.11000   0.11000 
  2.44650  12.81000   0.11000   0.11000 
  2.44675  12.81000   0.11000   0.11000 
  2.44700  12.80000   0.11000   0.11000 
  2.44725  12.79000   0.11000   0.11000 
  2.44750  12.78000   0.11000   0.11000 
  2.44775  12.77000   0.11000   0.11000 
  2.44800  12.76000   0.11000   0.11000 
  2.44825  12.74000   0.11000   0.11000 
  2.44850  12.73000   0.11000   0.11000 
  2.44875  12.72000   0.11000   0.11000 
  2.44900  12.71000   0.11000   0.11000 
  2.44925  12.70000   0.11000   0.11000 
  2.44950  12.69000   0.11000   0.11000 
  2.44975  12.69000   0.11000   0.11000 
  2.45000  12.69000   0.11000   0.11000 
  2.45025  12.70000   0.11000   0.11000 
  2.45050  12.70000   0.11000   0.11000 
  2.45075  12.72000   0.11000   0.11000 
  2.45100  12.73000   0.11000   0.11000 
  2.45125  12.75000   0.11000   0.11000 
  2.45150  12.77000   0.11000   0.11000 
  2.45175  12.78000   0.11000   0.11000 
  2.45200  12.80000   0.10000   0.10000 
  2.45225  12.82000   0.10000   0.10000 
  2.45250  12.83000   0.10000   0.10000 
  2.45275  12.84000   0.10000   0.10000 
  2.45300  12.86000   0.10000   0.10000 
  2.45325  12.87000   0.10000   0.10000 
  2.45350  12.88000   0.10000   0.10000 
  2.45375  12.89000   0.10000   0.10000 
  2.45400  12.91000   0.10000   0.10000 
  2.45425  12.93000   0.10000   0.10000 
  2.45450  12.95000   0.10000   0.10000 
  2.45475  12.97000   0.10000   0.10000 
  2.45500  12.99000   0.10000   0.10000 
  2.45525  13.01000   0.10000   0.10000 
  2.45550  13.02000   0.10000   0.10000 
  2.45575  13.03000   0.10000   0.10000 
  2.45600  13.03000   0.10000   0.10000 
  2.45625  13.03000   0.10000   0.10000 
  2.45650  13.02000   0.10000   0.10000 
  2.45675  13.01000   0.10000   0.10000 
  2.45700  13.00000   0.10000   0.10000 
  2.45725  12.98000   0.10000   0.10000 
  2.45750  12.97000   0.10000   0.10000 
  2.45775  12.96000   0.10000   0.10000 
  2.45800  12.95000   0.10000   0.10000 
  2.45825  12.94000   0.10000   0.10000 
  2.45850  12.93000   0.10000   0.10000 
  2.45875  12.92000   0.10000   0.10000 
  2.45900  12.91000   0.10000   0.10000 
  2.45925  12.91000   0.10000   0.10000 
  2.45950  12.90000   0.10000   0.10000 
  2.45975  12.89000   0.10000   0.10000 
  2.46000  12.88000   0.10000   0.10000 
  2.46025  12.88000   0.10000   0.10000 
  2.46050  12.87000   0.10000   0.10000 
  2.46075  12.87000   0.10000   0.10000 
  2.46100  12.87000   0.10000   0.10000 
  2.46125  12.87000   0.10000   0.10000 
  2.46150  12.87000   0.10000   0.10000 
  2.46175  12.87000   0.10000   0.10000 
  2.46200  12.87000   0.10000   0.10000 
  2.46225  12.86000   0.10000   0.10000 
  2.46250  12.86000   0.10000   0.10000 
  2.46275  12.85000   0.10000   0.10000 
  2.46300  12.84000   0.10000   0.10000 
  2.46325  12.84000   0.10000   0.10000 
  2.46350  12.83000   0.10000   0.10000 
  2.46375  12.83000   0.10000   0.10000 
  2.46400  12.84000   0.10000   0.10000 
  2.46425  12.84000   0.10000   0.10000 
  2.46450  12.86000   0.10000   0.10000 
  2.46475  12.87000   0.10000   0.10000 
  2.46500  12.88000   0.10000   0.10000 
  2.46525  12.90000   0.10000   0.10000 
  2.46550  12.91000   0.10000   0.10000 
  2.46575  12.92000   0.10000   0.10000 
  2.46600  12.93000   0.10000   0.10000 
  2.46625  12.93000   0.10000   0.10000 
  2.46650  12.94000   0.10000   0.10000 
  2.46675  12.93000   0.10000   0.10000 
  2.46700  12.93000   0.10000   0.10000 
  2.46725  12.93000   0.10000   0.10000 
  2.46750  12.92000   0.10000   0.10000 
  2.46775  12.91000   0.10000   0.10000 
  2.46800  12.91000   0.10000   0.10000 
  2.46825  12.90000   0.10000   0.10000 
  2.46850  12.91000   0.10000   0.10000 
  2.46875  12.91000   0.10000   0.10000 
  2.46900  12.92000   0.10000   0.10000 
  2.46925  12.93000   0.10000   0.10000 
  2.46950  12.95000   0.10000   0.10000 
  2.46975  12.96000   0.10000   0.10000 
  2.47000  12.98000   0.10000   0.10000 
  2.47025  13.00000   0.10000   0.10000 
  2.47050  13.02000   0.10000   0.10000 
  2.47075  13.04000   0.10000   0.10000 
  2.47100  13.05000   0.10000   0.10000 
  2.47125  13.07000   0.10000   0.10000 
  2.47150  13.07000   0.10000   0.10000 
  2.47175  13.08000   0.10000   0.10000 
  2.47200  13.08000   0.10000   0.10000 
  2.47225  13.08000   0.10000   0.10000 
  2.47250  13.08000   0.10000   0.10000 
  2.47275  13.08000   0.10000   0.10000 
  2.47300  13.08000   0.10000   0.10000 
  2.47325  13.08000   0.10000   0.10000 
  2.47350  13.08000   0.10000   0.10000 
  2.47375  13.08000   0.10000   0.10000 
  2.47400  13.08000   0.10000   0.10000 
  2.47425  13.08000   0.10000   0.10000 
  2.47450  13.07000   0.10000   0.10000 
  2.47475  13.06000   0.10000   0.10000 
  2.47500  13.04000   0.10000   0.10000 
  2.47525  13.02000   0.10000   0.10000 
  2.47550  13.00000   0.10000   0.10000 
  2.47575  12.97000   0.10000   0.10000 
  2.47600  12.94000   0.10000   0.10000 
  2.47625  12.91000   0.10000   0.10000 
  2.47650  12.88000   0.10000   0.10000 
  2.47675  12.85000   0.10000   0.10000 
  2.47700  12.82000   0.10000   0.10000 
  2.47725  12.79000   0.10000   0.10000 
  2.47750  12.77000   0.10000   0.10000 
  2.47775  12.75000   0.10000   0.10000 
  2.47800  12.74000   0.10000   0.10000 
  2.47825  12.74000   0.10000   0.10000 
  2.47850  12.74000   0.10000   0.10000 
  2.47875  12.75000   0.10000   0.10000 
  2.47900  12.76000   0.10000   0.10000 
  2.47925  12.77000   0.10000   0.10000 
  2.47950  12.77000   0.10000   0.10000 
  2.47975  12.78000   0.10000   0.10000 
  2.48000  12.77000   0.10000   0.10000 
  2.48025  12.76000   0.10000   0.10000 
  2.48050  12.74000   0.10000   0.10000 
  2.48075  12.72000   0.10000   0.10000 
  2.48100  12.70000   0.10000   0.10000 
  2.48125  12.67000   0.10000   0.10000 
  2.48150  12.64000   0.10000   0.10000 
  2.48175  12.61000   0.10000   0.10000 
  2.48200  12.59000   0.10000   0.10000 
  2.48225  12.58000   0.10000   0.10000 
  2.48250  12.57000   0.10000   0.10000 
  2.48275  12.57000   0.10000   0.10000 
  2.48300  12.59000   0.10000   0.10000 
  2.48325  12.60000   0.10000   0.10000 
  2.48350  12.63000   0.10000   0.10000 
  2.48375  12.66000   0.10000   0.10000 
  2.48400  12.69000   0.10000   0.10000 
  2.48425  12.72000   0.10000   0.10000 
  2.48450  12.75000   0.10000   0.10000 
  2.48475  12.77000   0.10000   0.10000 
  2.48500  12.80000   0.10000   0.10000 
  2.48525  12.81000   0.10000   0.10000 
  2.48550  12.82000   0.10000   0.10000 
  2.48575  12.83000   0.10000   0.10000 
  2.48600  12.84000   0.10000   0.10000 
  2.48625  12.84000   0.10000   0.10000 
  2.48650  12.84000   0.10000   0.10000 
  2.48675  12.84000   0.10000   0.10000 
  2.48700  12.85000   0.10000   0.10000 
  2.48725  12.85000   0.10000   0.10000 
  2.48750  12.86000   0.10000   0.10000 
  2.48775  12.86000   0.10000   0.10000 
  2.48800  12.87000   0.10000   0.10000 
  2.48825  12.87000   0.10000   0.10000 
  2.48850  12.87000   0.10000   0.10000 
  2.48875  12.86000   0.10000   0.10000 
  2.48900  12.85000   0.10000   0.10000 
  2.48925  12.84000   0.10000   0.10000 
  2.48950  12.82000   0.10000   0.10000 
  2.48975  12.81000   0.10000   0.10000 
  2.49000  12.80000   0.10000   0.10000 
  2.49025  12.79000   0.10000   0.10000 
  2.49050  12.78000   0.10000   0.10000 
  2.49075  12.79000   0.10000   0.10000 
  2.49100  12.79000   0.10000   0.10000 
  2.49125  12.81000   0.10000   0.10000 
  2.49150  12.83000   0.10000   0.10000 
  2.49175  12.85000   0.10000   0.10000 
  2.49200  12.88000   0.10000   0.10000 
  2.49225  12.90000   0.10000   0.10000 
  2.49250  12.92000   0.10000   0.10000 
  2.49275  12.94000   0.10000   0.10000 
  2.49300  12.95000   0.10000   0.10000 
  2.49325  12.97000   0.10000   0.10000 
  2.49350  12.97000   0.10000   0.10000 
  2.49375  12.98000   0.10000   0.10000 
  2.49400  12.99000   0.10000   0.10000 
  2.49425  13.00000   0.10000   0.10000 
  2.49450  13.00000   0.10000   0.10000 
  2.49475  13.01000   0.10000   0.10000 
  2.49500  13.02000   0.10000   0.10000 
  2.49525  13.03000   0.10000   0.10000 
  2.49550  13.03000   0.10000   0.10000 
  2.49575  13.04000   0.10000   0.10000 
  2.49600  13.05000   0.10000   0.10000 
  2.49625  13.06000   0.10000   0.10000 
  2.49650  13.07000   0.10000   0.10000 
  2.49675  13.08000   0.10000   0.10000 
  2.49700  13.09000   0.10000   0.10000 
  2.49725  13.10000   0.10000   0.10000 
  2.49750  13.11000   0.10000   0.10000 
  2.49775  13.12000   0.10000   0.10000 
  2.49800  13.12000   0.10000   0.10000 
  2.49825  13.12000   0.10000   0.10000 
  2.49850  13.11000   0.10000   0.10000 
  2.49875  13.09000   0.10000   0.10000 
  2.49900  13.07000   0.10000   0.10000 
  2.49925  13.05000   0.10000   0.10000 
  2.49950  13.02000   0.10000   0.10000 
  2.49975  12.99000   0.10000   0.10000 
  2.50000  12.96000   0.10000   0.10000 
  2.50025  12.94000   0.10000   0.10000 
  2.50050  12.92000   0.10000   0.10000 
  2.50075  12.90000   0.10000   0.10000 
  2.50100  12.90000   0.10000   0.10000 
  2.50125  12.90000   0.10000   0.10000 
  2.50150  12.92000   0.10000   0.10000 
  2.50175  12.94000   0.10000   0.10000 
  2.50200  12.96000   0.10000   0.10000 
  2.50225  12.99000   0.10000   0.10000 
  2.50250  13.02000   0.10000   0.10000 
  2.50275  13.05000   0.10000   0.10000 
  2.50300  13.07000   0.10000   0.10000 
  2.50325  13.08000   0.10000   0.10000 
  2.50350  13.09000   0.10000   0.10000 
  2.50375  13.09000   0.10000   0.10000 
  2.50400  13.09000   0.10000   0.10000 
  2.50425  13.09000   0.10000   0.10000 
  2.50450  13.08000   0.10000   0.10000 
  2.50475  13.06000   0.10000   0.10000 
  2.50500  13.05000   0.10000   0.10000 
  2.50525  13.03000   0.10000   0.10000 
  2.50550  13.01000   0.10000   0.10000 
  2.50575  12.99000   0.10000   0.10000 
  2.50600  12.97000   0.10000   0.10000 
  2.50625  12.96000   0.10000   0.10000 
  2.50650  12.95000   0.10000   0.10000 
  2.50675  12.95000   0.10000   0.10000 
  2.50700  12.95000   0.10000   0.10000 
  2.50725  12.95000   0.10000   0.10000 
  2.50750  12.97000   0.10000   0.10000 
  2.50775  12.98000   0.10000   0.10000 
  2.50800  13.00000   0.10000   0.10000 
  2.50825  13.02000   0.10000   0.10000 
  2.50850  13.04000   0.10000   0.10000 
  2.50875  13.06000   0.10000   0.10000 
  2.50900  13.08000   0.10000   0.10000 
  2.50925  13.10000   0.10000   0.10000 
  2.50950  13.11000   0.10000   0.10000 
  2.50975  13.11000   0.10000   0.10000 
  2.51000  13.12000   0.10000   0.10000 
  2.51025  13.12000   0.10000   0.10000 
  2.51050  13.11000   0.10000   0.10000 
  2.51075  13.10000   0.10000   0.10000 
  2.51100  13.08000   0.10000   0.10000 
  2.51125  13.06000   0.10000   0.10000 
  2.51150  13.05000   0.10000   0.10000 
  2.51175  13.03000   0.10000   0.10000 
  2.51200  13.01000   0.10000   0.10000 
  2.51225  13.00000   0.10000   0.10000 
  2.51250  12.99000   0.10000   0.10000 
  2.51275  12.98000   0.10000   0.10000 
  2.51300  12.97000   0.10000   0.10000 
  2.51325  12.97000   0.10000   0.10000 
  2.51350  12.96000   0.10000   0.10000 
  2.51375  12.96000   0.10000   0.10000 
  2.51400  12.97000   0.10000   0.10000 
  2.51425  12.97000   0.10000   0.10000 
  2.51450  12.97000   0.10000   0.10000 
  2.51475  12.98000   0.10000   0.10000 
  2.51500  12.98000   0.10000   0.10000 
  2.51525  12.99000   0.10000   0.10000 
  2.51550  13.00000   0.10000   0.10000 
  2.51575  13.01000   0.10000   0.10000 
  2.51600  13.02000   0.10000   0.10000 
  2.51625  13.03000   0.10000   0.10000 
  2.51650  13.04000   0.10000   0.10000 
  2.51675  13.05000   0.10000   0.10000 
  2.51700  13.07000   0.10000   0.10000 
